user,rating_bucket,attempts,solved,solve_rate,user_avg_rating,target_bucket,target
Kude,2600,106,92,0.8679,1550.21,1400,0
Kude,2800,46,32,0.6957,1550.21,1400,0
Kude,3000,15,9,0.6,1550.21,1400,0
Kude,3200,5,3,0.6,1550.21,1400,0
Kude,3400,1,0,0.0,1550.21,1400,0
Kuroni,800,143,143,1.0,1954.4,1800,0
Kuroni,1000,97,89,0.9175,1954.4,1800,0
Kuroni,1200,109,107,0.9817,1954.4,1800,0
Kuroni,1400,107,104,0.972,1954.4,1800,0
Kuroni,1600,123,119,0.9675,1954.4,1800,0
Kuroni,1800,142,138,0.9718,1954.4,1800,1
Kuroni,2000,156,152,0.9744,1954.4,1800,0
Kuroni,2200,120,115,0.9583,1954.4,1800,0
Kuroni,2400,151,144,0.9536,1954.4,1800,0
Kuroni,2600,106,101,0.9528,1954.4,1800,0
Kuroni,2800,83,75,0.9036,1954.4,1800,0
Kuroni,3000,78,72,0.9231,1954.4,1800,0
Kuroni,3200,44,42,0.9545,1954.4,1800,0
Kuroni,3400,20,20,1.0,1954.4,1800,0
Kustov_Vadim_533,800,259,259,1.0,1583.62,1400,0
Kustov_Vadim_533,1000,115,115,1.0,1583.62,1400,0
Kustov_Vadim_533,1200,112,107,0.9554,1583.62,1400,0
Kustov_Vadim_533,1400,119,111,0.9328,1583.62,1400,1
Kustov_Vadim_533,1600,144,139,0.9653,1583.62,1400,0
Kustov_Vadim_533,1800,158,142,0.8987,1583.62,1400,0
Kustov_Vadim_533,2000,130,121,0.9308,1583.62,1400,0
Kustov_Vadim_533,2200,103,94,0.9126,1583.62,1400,0
Kustov_Vadim_533,2400,82,75,0.9146,1583.62,1400,0
Kustov_Vadim_533,2600,56,52,0.9286,1583.62,1400,0
Kustov_Vadim_533,2800,14,12,0.8571,1583.62,1400,0
Kustov_Vadim_533,3000,3,3,1.0,1583.62,1400,0
Kustov_Vadim_533,3200,3,2,0.6667,1583.62,1400,0
Kustov_Vadim_533,3400,1,1,1.0,1583.62,1400,0
LHWYAN,800,196,195,0.9949,1447.1,1400,0
LHWYAN,1000,90,89,0.9889,1447.1,1400,0
LHWYAN,1200,90,90,1.0,1447.1,1400,0
LHWYAN,1400,77,76,0.987,1447.1,1400,1
LHWYAN,1600,95,95,1.0,1447.1,1400,0
LHWYAN,1800,85,84,0.9882,1447.1,1400,0
LHWYAN,2000,63,63,1.0,1447.1,1400,0
LHWYAN,2200,42,39,0.9286,1447.1,1400,0
LHWYAN,2400,25,19,0.76,1447.1,1400,0
LHWYAN,2600,15,13,0.8667,1447.1,1400,0
LHWYAN,2800,5,5,1.0,1447.1,1400,0
LHWYAN,3000,3,3,1.0,1447.1,1400,0
LHWYAN,3200,2,2,1.0,1447.1,1400,0
LHWYAN,3400,2,2,1.0,1447.1,1400,0
LLI_E_P_JI_O_K,800,53,53,1.0,1570.88,1400,0
LLI_E_P_JI_O_K,1000,53,51,0.9623,1570.88,1400,0
LLI_E_P_JI_O_K,1200,66,65,0.9848,1570.88,1400,0
LLI_E_P_JI_O_K,1400,68,62,0.9118,1570.88,1400,1
LLI_E_P_JI_O_K,1600,113,94,0.8319,1570.88,1400,0
LLI_E_P_JI_O_K,1800,81,63,0.7778,1570.88,1400,0
LLI_E_P_JI_O_K,2000,67,47,0.7015,1570.88,1400,0
LLI_E_P_JI_O_K,2200,43,26,0.6047,1570.88,1400,0
LLI_E_P_JI_O_K,2400,36,14,0.3889,1570.88,1400,0
LLI_E_P_JI_O_K,2600,19,11,0.5789,1570.88,1400,0
LLI_E_P_JI_O_K,2800,4,1,0.25,1570.88,1400,0
LLI_E_P_JI_O_K,3000,7,4,0.5714,1570.88,1400,0
LLI_E_P_JI_O_K,3200,1,0,0.0,1570.88,1400,0
LLI_E_P_JI_O_K,3400,4,0,0.0,1570.88,1400,0
LLLjsQAQ,800,11,11,1.0,1589.13,1400,0
LLLjsQAQ,1000,5,5,1.0,1589.13,1400,0
LLLjsQAQ,1200,5,5,1.0,1589.13,1400,0
LLLjsQAQ,1400,5,5,1.0,1589.13,1400,1
LLLjsQAQ,1800,8,8,1.0,1589.13,1400,0
LLLjsQAQ,2200,4,4,1.0,1589.13,1400,0
LLLjsQAQ,2400,2,2,1.0,1589.13,1400,0
LLLjsQAQ,2600,4,4,1.0,1589.13,1400,0
LLLjsQAQ,2800,1,1,1.0,1589.13,1400,0
LLLjsQAQ,3400,1,1,1.0,1589.13,1400,0
Labib_Morol,800,9,8,0.8889,1465.62,1400,0
Labib_Morol,1000,3,3,1.0,1465.62,1400,0
Labib_Morol,1200,5,5,1.0,1465.62,1400,0
Labib_Morol,1400,1,1,1.0,1465.62,1400,1
Labib_Morol,1600,2,2,1.0,1465.62,1400,0
Labib_Morol,1800,6,6,1.0,1465.62,1400,0
Labib_Morol,2000,4,4,1.0,1465.62,1400,0
Labib_Morol,2200,2,2,1.0,1465.62,1400,0
Labib_Morol,2400,3,1,0.3333,1465.62,1400,0
Labib_Morol,2600,1,0,0.0,1465.62,1400,0
Labib_Morol,3400,1,0,0.0,1465.62,1400,0
LadyMisserina,800,26,26,1.0,1374.77,1200,0
LadyMisserina,1000,16,16,1.0,1374.77,1200,0
LadyMisserina,1200,20,20,1.0,1374.77,1200,1
LadyMisserina,1400,9,9,1.0,1374.77,1200,0
LadyMisserina,1600,12,12,1.0,1374.77,1200,0
LadyMisserina,1800,9,6,0.6667,1374.77,1200,0
LadyMisserina,2000,9,9,1.0,1374.77,1200,0
LadyMisserina,2200,8,5,0.625,1374.77,1200,0
LadyMisserina,2400,6,3,0.5,1374.77,1200,0
LadyMisserina,2600,1,1,1.0,1374.77,1200,0
LadyMisserina,2800,1,0,0.0,1374.77,1200,0
LadyMisserina,3400,1,0,0.0,1374.77,1200,0
Leasier,800,162,162,1.0,1898.59,1800,0
Leasier,1000,66,66,1.0,1898.59,1800,0
Leasier,1200,55,55,1.0,1898.59,1800,0
Leasier,1400,61,61,1.0,1898.59,1800,0
Leasier,1600,59,59,1.0,1898.59,1800,0
Leasier,1800,61,61,1.0,1898.59,1800,1
Leasier,2000,67,67,1.0,1898.59,1800,0
Leasier,2200,75,74,0.9867,1898.59,1800,0
Leasier,2400,101,99,0.9802,1898.59,1800,0
Leasier,2600,66,66,1.0,1898.59,1800,0
Leasier,2800,65,64,0.9846,1898.59,1800,0
Leasier,3000,46,46,1.0,1898.59,1800,0
Leasier,3200,23,23,1.0,1898.59,1800,0
Leasier,3400,17,17,1.0,1898.59,1800,0
Lehe,800,170,163,0.9588,1904.38,1800,0
Lehe,1000,74,72,0.973,1904.38,1800,0
Lehe,1200,67,66,0.9851,1904.38,1800,0
Lehe,1400,53,50,0.9434,1904.38,1800,0
Lehe,1600,61,56,0.918,1904.38,1800,0
Lehe,1800,68,62,0.9118,1904.38,1800,1
Lehe,2000,51,45,0.8824,1904.38,1800,0
Lehe,2200,65,61,0.9385,1904.38,1800,0
Lehe,2400,98,98,1.0,1904.38,1800,0
Lehe,2600,86,86,1.0,1904.38,1800,0
Lehe,2800,66,66,1.0,1904.38,1800,0
Lehe,3000,41,39,0.9512,1904.38,1800,0
Lehe,3200,34,34,1.0,1904.38,1800,0
Lehe,3400,16,16,1.0,1904.38,1800,0
Lemansky,800,44,43,0.9773,1379.14,1200,0
Lemansky,1000,16,15,0.9375,1379.14,1200,0
Lemansky,1200,19,17,0.8947,1379.14,1200,1
Lemansky,1400,18,17,0.9444,1379.14,1200,0
Lemansky,1600,15,12,0.8,1379.14,1200,0
Lemansky,1800,16,12,0.75,1379.14,1200,0
Lemansky,2000,12,9,0.75,1379.14,1200,0
Lemansky,2200,8,5,0.625,1379.14,1200,0
Lemansky,2400,10,7,0.7,1379.14,1200,0
Lemansky,2600,4,1,0.25,1379.14,1200,0
Lemansky,2800,1,0,0.0,1379.14,1200,0
Lemansky,3200,1,0,0.0,1379.14,1200,0
Lemansky,3400,1,1,1.0,1379.14,1200,0
Leo_0503,800,74,73,0.9865,1976.43,1800,0
Leo_0503,1000,34,34,1.0,1976.43,1800,0
Leo_0503,1200,34,33,0.9706,1976.43,1800,0
Leo_0503,1400,27,26,0.963,1976.43,1800,0
Leo_0503,1600,56,53,0.9464,1976.43,1800,0
Leo_0503,1800,43,39,0.907,1976.43,1800,1
Leo_0503,2000,61,55,0.9016,1976.43,1800,0
Leo_0503,2200,51,47,0.9216,1976.43,1800,0
Leo_0503,2400,52,45,0.8654,1976.43,1800,0
Leo_0503,2600,42,39,0.9286,1976.43,1800,0
Leo_0503,2800,43,37,0.8605,1976.43,1800,0
Leo_0503,3000,23,21,0.913,1976.43,1800,0
Leo_0503,3200,19,18,0.9474,1976.43,1800,0
Leo_0503,3400,26,23,0.8846,1976.43,1800,0
Leo_wang,800,20,20,1.0,1560.61,1400,0
Leo_wang,1000,11,11,1.0,1560.61,1400,0
Leo_wang,1200,13,13,1.0,1560.61,1400,0
Leo_wang,1400,4,4,1.0,1560.61,1400,1
Leo_wang,1600,10,9,0.9,1560.61,1400,0
Leo_wang,1800,14,14,1.0,1560.61,1400,0
Leo_wang,2000,9,8,0.8889,1560.61,1400,0
Leo_wang,2200,11,10,0.9091,1560.61,1400,0
Leo_wang,2400,9,8,0.8889,1560.61,1400,0
Leo_wang,2600,3,2,0.6667,1560.61,1400,0
Leo_wang,2800,2,0,0.0,1560.61,1400,0
LingLuo_Official,800,29,29,1.0,1692.81,1600,0
LingLuo_Official,1000,13,13,1.0,1692.81,1600,0
LingLuo_Official,1200,14,14,1.0,1692.81,1600,0
LingLuo_Official,1400,7,7,1.0,1692.81,1600,0
LingLuo_Official,1600,9,9,1.0,1692.81,1600,1
LingLuo_Official,1800,15,15,1.0,1692.81,1600,0
LingLuo_Official,2000,11,11,1.0,1692.81,1600,0
LingLuo_Official,2200,12,11,0.9167,1692.81,1600,0
LingLuo_Official,2400,12,12,1.0,1692.81,1600,0
LingLuo_Official,2600,8,7,0.875,1692.81,1600,0
LingLuo_Official,2800,8,8,1.0,1692.81,1600,0
LingLuo_Official,3200,3,2,0.6667,1692.81,1600,0
LingLuo_Official,3400,1,1,1.0,1692.81,1600,0
Little_CarT,800,60,58,0.9667,1719.93,1600,0
Little_CarT,1000,25,22,0.88,1719.93,1600,0
Little_CarT,1200,29,27,0.931,1719.93,1600,0
Little_CarT,1400,29,27,0.931,1719.93,1600,0
Little_CarT,1600,25,24,0.96,1719.93,1600,1
Little_CarT,1800,35,34,0.9714,1719.93,1600,0
Little_CarT,2000,22,21,0.9545,1719.93,1600,0
Little_CarT,2200,38,32,0.8421,1719.93,1600,0
Little_CarT,2400,22,20,0.9091,1719.93,1600,0
Little_CarT,2600,20,19,0.95,1719.93,1600,0
Little_CarT,2800,7,7,1.0,1719.93,1600,0
Little_CarT,3000,14,11,0.7857,1719.93,1600,0
Little_CarT,3200,4,4,1.0,1719.93,1600,0
Liudas,800,392,391,0.9974,1363.88,1200,0
Liudas,1000,159,159,1.0,1363.88,1200,0
Liudas,1200,132,132,1.0,1363.88,1200,1
Liudas,1400,143,140,0.979,1363.88,1200,0
Liudas,1600,123,120,0.9756,1363.88,1200,0
Liudas,1800,121,119,0.9835,1363.88,1200,0
Liudas,2000,64,63,0.9844,1363.88,1200,0
Liudas,2200,54,53,0.9815,1363.88,1200,0
Liudas,2400,36,30,0.8333,1363.88,1200,0
Liudas,2600,27,25,0.9259,1363.88,1200,0
Liudas,2800,6,6,1.0,1363.88,1200,0
Liudas,3000,3,2,0.6667,1363.88,1200,0
Liudas,3200,2,2,1.0,1363.88,1200,0
Liudas,3400,2,1,0.5,1363.88,1200,0
Lokeo,800,179,176,0.9832,1590.75,1400,0
Lokeo,1000,95,90,0.9474,1590.75,1400,0
Lokeo,1200,100,88,0.88,1590.75,1400,0
Lokeo,1400,108,98,0.9074,1590.75,1400,1
Lokeo,1600,110,101,0.9182,1590.75,1400,0
Lokeo,1800,119,104,0.8739,1590.75,1400,0
Lokeo,2000,117,101,0.8632,1590.75,1400,0
Lokeo,2200,82,67,0.8171,1590.75,1400,0
Lokeo,2400,50,38,0.76,1590.75,1400,0
Lokeo,2600,29,24,0.8276,1590.75,1400,0
Lokeo,2800,19,18,0.9474,1590.75,1400,0
Lokeo,3000,8,5,0.625,1590.75,1400,0
Lokeo,3200,5,5,1.0,1590.75,1400,0
Lokeo,3400,7,4,0.5714,1590.75,1400,0
Lopzzz,800,182,179,0.9835,1258.7,1200,0
Lopzzz,1000,74,74,1.0,1258.7,1200,0
Lopzzz,1200,53,51,0.9623,1258.7,1200,1
Lopzzz,1400,78,77,0.9872,1258.7,1200,0
Lopzzz,1600,52,48,0.9231,1258.7,1200,0
Lopzzz,1800,36,34,0.9444,1258.7,1200,0
Lopzzz,2000,24,20,0.8333,1258.7,1200,0
Lopzzz,2200,15,15,1.0,1258.7,1200,0
Lopzzz,2400,8,5,0.625,1258.7,1200,0
Lopzzz,2600,2,0,0.0,1258.7,1200,0
Lopzzz,2800,2,2,1.0,1258.7,1200,0
Lopzzz,3200,1,1,1.0,1258.7,1200,0
Lopzzz,3400,1,0,0.0,1258.7,1200,0
Louis_handsome,800,11,9,0.8182,1400.0,1400,0
Louis_handsome,1000,4,4,1.0,1400.0,1400,0
Louis_handsome,1200,3,2,0.6667,1400.0,1400,0
Louis_handsome,1400,4,3,0.75,1400.0,1400,1
Louis_handsome,1600,2,1,0.5,1400.0,1400,0
Louis_handsome,1800,5,4,0.8,1400.0,1400,0
Louis_handsome,2000,4,2,0.5,1400.0,1400,0
Louis_handsome,2200,4,2,0.5,1400.0,1400,0
Louis_handsome,2400,2,2,1.0,1400.0,1400,0
Louis_handsome,2600,3,0,0.0,1400.0,1400,0
Louis_handsome,2800,2,0,0.0,1400.0,1400,0
Louis_handsome,3000,1,0,0.0,1400.0,1400,0
Louis_handsome,3200,1,0,0.0,1400.0,1400,0
LowPill,800,59,56,0.9492,1568.8,1400,0
LowPill,1000,26,24,0.9231,1568.8,1400,0
LowPill,1200,36,34,0.9444,1568.8,1400,0
LowPill,1400,15,15,1.0,1568.8,1400,1
LowPill,1600,31,31,1.0,1568.8,1400,0
LowPill,1800,27,25,0.9259,1568.8,1400,0
LowPill,2000,32,30,0.9375,1568.8,1400,0
LowPill,2200,22,21,0.9545,1568.8,1400,0
LowPill,2400,22,20,0.9091,1568.8,1400,0
LowPill,2600,7,7,1.0,1568.8,1400,0
LowPill,2800,4,3,0.75,1568.8,1400,0
LowPill,3000,2,0,0.0,1568.8,1400,0
LuCpp,800,131,131,1.0,1816.99,1800,0
LuCpp,1000,69,68,0.9855,1816.99,1800,0
LuCpp,1200,72,72,1.0,1816.99,1800,0
LuCpp,1400,76,75,0.9868,1816.99,1800,0
LuCpp,1600,96,95,0.9896,1816.99,1800,0
LuCpp,1800,105,105,1.0,1816.99,1800,1
LuCpp,2000,94,94,1.0,1816.99,1800,0
LuCpp,2200,83,81,0.9759,1816.99,1800,0
LuCpp,2400,86,82,0.9535,1816.99,1800,0
LuCpp,2600,48,45,0.9375,1816.99,1800,0
LuCpp,2800,39,37,0.9487,1816.99,1800,0
LuCpp,3000,26,26,1.0,1816.99,1800,0
LuCpp,3200,23,20,0.8696,1816.99,1800,0
LuCpp,3400,12,11,0.9167,1816.99,1800,0
Lucifer_K,800,214,209,0.9766,1375.96,1200,0
Lucifer_K,1000,83,73,0.8795,1375.96,1200,0
Lucifer_K,1200,126,117,0.9286,1375.96,1200,1
Lucifer_K,1400,114,99,0.8684,1375.96,1200,0
Lucifer_K,1600,87,74,0.8506,1375.96,1200,0
Lucifer_K,1800,91,84,0.9231,1375.96,1200,0
Lucifer_K,2000,92,87,0.9457,1375.96,1200,0
Lucifer_K,2200,24,24,1.0,1375.96,1200,0
Lucifer_K,2400,11,8,0.7273,1375.96,1200,0
Lucifer_K,2600,3,2,0.6667,1375.96,1200,0
Lucifer_K,2800,1,0,0.0,1375.96,1200,0
Lucifer_K,3000,1,0,0.0,1375.96,1200,0
Lucifer_K,3400,1,1,1.0,1375.96,1200,0
Lucky-Xiang,800,61,61,1.0,1845.83,1800,0
Lucky-Xiang,1000,30,30,1.0,1845.83,1800,0
Lucky-Xiang,1200,25,25,1.0,1845.83,1800,0
Lucky-Xiang,1400,23,23,1.0,1845.83,1800,0
Lucky-Xiang,1600,27,27,1.0,1845.83,1800,0
Lucky-Xiang,1800,29,29,1.0,1845.83,1800,1
Lucky-Xiang,2000,37,35,0.9459,1845.83,1800,0
Lucky-Xiang,2200,47,47,1.0,1845.83,1800,0
Lucky-Xiang,2400,47,47,1.0,1845.83,1800,0
Lucky-Xiang,2600,25,24,0.96,1845.83,1800,0
Lucky-Xiang,2800,15,14,0.9333,1845.83,1800,0
Lucky-Xiang,3000,12,12,1.0,1845.83,1800,0
Lucky-Xiang,3200,9,9,1.0,1845.83,1800,0
Lucky-Xiang,3400,1,1,1.0,1845.83,1800,0
LvK_NnT,800,107,96,0.8972,1028.09,1000,0
LvK_NnT,1000,38,32,0.8421,1028.09,1000,1
LvK_NnT,1200,30,26,0.8667,1028.09,1000,0
LvK_NnT,1400,21,13,0.619,1028.09,1000,0
LvK_NnT,1600,10,4,0.4,1028.09,1000,0
LvK_NnT,1800,11,4,0.3636,1028.09,1000,0
LvK_NnT,2000,1,1,1.0,1028.09,1000,0
LvK_NnT,2200,2,1,0.5,1028.09,1000,0
LvK_NnT,2400,2,1,0.5,1028.09,1000,0
M0N,800,515,509,0.9883,1403.48,1400,0
M0N,1000,250,244,0.976,1403.48,1400,0
M0N,1200,248,239,0.9637,1403.48,1400,0
M0N,1400,249,242,0.9719,1403.48,1400,1
M0N,1600,257,247,0.9611,1403.48,1400,0
M0N,1800,220,208,0.9455,1403.48,1400,0
M0N,2000,177,167,0.9435,1403.48,1400,0
M0N,2200,107,101,0.9439,1403.48,1400,0
M0N,2400,52,42,0.8077,1403.48,1400,0
M0N,2600,11,11,1.0,1403.48,1400,0
M0N,2800,4,3,0.75,1403.48,1400,0
M0N,3000,1,1,1.0,1403.48,1400,0
MAKMED1337,800,383,382,0.9974,1561.65,1400,0
MAKMED1337,1000,172,171,0.9942,1561.65,1400,0
MAKMED1337,1200,184,180,0.9783,1561.65,1400,0
MAKMED1337,1400,154,150,0.974,1561.65,1400,1
MAKMED1337,1600,183,179,0.9781,1561.65,1400,0
MAKMED1337,1800,155,147,0.9484,1561.65,1400,0
MAKMED1337,2000,156,148,0.9487,1561.65,1400,0
MAKMED1337,2200,155,143,0.9226,1561.65,1400,0
MAKMED1337,2400,131,114,0.8702,1561.65,1400,0
MAKMED1337,2600,68,50,0.7353,1561.65,1400,0
MAKMED1337,2800,43,31,0.7209,1561.65,1400,0
MAKMED1337,3000,18,10,0.5556,1561.65,1400,0
MAKMED1337,3200,7,3,0.4286,1561.65,1400,0
MAKMED1337,3400,3,0,0.0,1561.65,1400,0
MBBN,800,58,58,1.0,1780.86,1600,0
MBBN,1000,25,25,1.0,1780.86,1600,0
MBBN,1200,29,29,1.0,1780.86,1600,0
MBBN,1400,20,20,1.0,1780.86,1600,0
MBBN,1600,14,14,1.0,1780.86,1600,1
MBBN,1800,33,33,1.0,1780.86,1600,0
MBBN,2000,28,28,1.0,1780.86,1600,0
MBBN,2200,28,28,1.0,1780.86,1600,0
MBBN,2400,15,14,0.9333,1780.86,1600,0
MBBN,2600,13,13,1.0,1780.86,1600,0
MBBN,2800,14,14,1.0,1780.86,1600,0
MBBN,3000,6,6,1.0,1780.86,1600,0
MBBN,3200,14,14,1.0,1780.86,1600,0
MBBN,3400,7,7,1.0,1780.86,1600,0
MN3M,800,328,309,0.9421,1205.26,1200,0
MN3M,1000,192,161,0.8385,1205.26,1200,0
MN3M,1200,172,147,0.8547,1205.26,1200,1
MN3M,1400,135,112,0.8296,1205.26,1200,0
MN3M,1600,98,84,0.8571,1205.26,1200,0
MN3M,1800,57,50,0.8772,1205.26,1200,0
MN3M,2000,35,31,0.8857,1205.26,1200,0
MN3M,2200,14,13,0.9286,1205.26,1200,0
MN3M,2400,4,4,1.0,1205.26,1200,0
MN3M,2600,1,1,1.0,1205.26,1200,0
MODDI,800,848,796,0.9387,1153.41,1000,0
MODDI,1000,324,283,0.8735,1153.41,1000,1
MODDI,1200,296,243,0.8209,1153.41,1000,0
MODDI,1400,220,172,0.7818,1153.41,1000,0
MODDI,1600,185,130,0.7027,1153.41,1000,0
MODDI,1800,135,85,0.6296,1153.41,1000,0
MODDI,2000,72,49,0.6806,1153.41,1000,0
MODDI,2200,37,26,0.7027,1153.41,1000,0
MODDI,2400,18,11,0.6111,1153.41,1000,0
MODDI,2600,8,3,0.375,1153.41,1000,0
MODDI,2800,3,3,1.0,1153.41,1000,0
MODDI,3000,2,0,0.0,1153.41,1000,0
MODDI,3200,2,1,0.5,1153.41,1000,0
MODDI,3400,2,1,0.5,1153.41,1000,0
MR_NoSolution,800,235,231,0.983,1590.95,1400,0
MR_NoSolution,1000,130,130,1.0,1590.95,1400,0
MR_NoSolution,1200,162,161,0.9938,1590.95,1400,0
MR_NoSolution,1400,164,162,0.9878,1590.95,1400,1
MR_NoSolution,1600,194,193,0.9948,1590.95,1400,0
MR_NoSolution,1800,168,166,0.9881,1590.95,1400,0
MR_NoSolution,2000,137,136,0.9927,1590.95,1400,0
MR_NoSolution,2200,109,107,0.9817,1590.95,1400,0
MR_NoSolution,2400,86,80,0.9302,1590.95,1400,0
MR_NoSolution,2600,38,35,0.9211,1590.95,1400,0
MR_NoSolution,2800,19,19,1.0,1590.95,1400,0
MR_NoSolution,3000,4,2,0.5,1590.95,1400,0
MR_NoSolution,3200,2,2,1.0,1590.95,1400,0
MR_NoSolution,3400,2,1,0.5,1590.95,1400,0
MYFJCHX,800,67,67,1.0,2231.77,2200,0
MYFJCHX,1000,31,31,1.0,2231.77,2200,0
MYFJCHX,1200,39,39,1.0,2231.77,2200,0
MYFJCHX,1400,24,24,1.0,2231.77,2200,0
MYFJCHX,1600,50,50,1.0,2231.77,2200,0
MYFJCHX,1800,56,56,1.0,2231.77,2200,0
MYFJCHX,2000,65,65,1.0,2231.77,2200,0
MYFJCHX,2200,53,53,1.0,2231.77,2200,1
MYFJCHX,2400,69,69,1.0,2231.77,2200,0
MYFJCHX,2600,43,43,1.0,2231.77,2200,0
MYFJCHX,2800,54,54,1.0,2231.77,2200,0
MYFJCHX,3000,46,46,1.0,2231.77,2200,0
MYFJCHX,3200,55,54,0.9818,2231.77,2200,0
MYFJCHX,3400,75,73,0.9733,2231.77,2200,0
Macesuted-Moe,800,105,105,1.0,1868.3,1800,0
Macesuted-Moe,1000,40,40,1.0,1868.3,1800,0
Macesuted-Moe,1200,43,43,1.0,1868.3,1800,0
Macesuted-Moe,1400,44,44,1.0,1868.3,1800,0
Macesuted-Moe,1600,61,60,0.9836,1868.3,1800,0
Macesuted-Moe,1800,75,73,0.9733,1868.3,1800,1
Macesuted-Moe,2000,57,55,0.9649,1868.3,1800,0
Macesuted-Moe,2200,73,70,0.9589,1868.3,1800,0
Macesuted-Moe,2400,56,53,0.9464,1868.3,1800,0
Macesuted-Moe,2600,56,50,0.8929,1868.3,1800,0
Macesuted-Moe,2800,38,35,0.9211,1868.3,1800,0
Macesuted-Moe,3000,23,21,0.913,1868.3,1800,0
Macesuted-Moe,3200,20,18,0.9,1868.3,1800,0
Macesuted-Moe,3400,9,8,0.8889,1868.3,1800,0
MagicSena,800,19,19,1.0,1940.82,1800,0
MagicSena,1000,11,11,1.0,1940.82,1800,0
MagicSena,1200,9,9,1.0,1940.82,1800,0
MagicSena,1400,10,10,1.0,1940.82,1800,0
MagicSena,1600,22,22,1.0,1940.82,1800,0
MagicSena,1800,48,48,1.0,1940.82,1800,1
MagicSena,2000,61,61,1.0,1940.82,1800,0
MagicSena,2200,65,65,1.0,1940.82,1800,0
MagicSena,2400,36,36,1.0,1940.82,1800,0
MagicSena,2600,11,11,1.0,1940.82,1800,0
MagicSena,2800,2,2,1.0,1940.82,1800,0
MagnusCarlsen321,800,680,676,0.9941,1445.16,1400,0
MagnusCarlsen321,1000,241,230,0.9544,1445.16,1400,0
MagnusCarlsen321,1200,253,249,0.9842,1445.16,1400,0
MagnusCarlsen321,1400,220,211,0.9591,1445.16,1400,1
MagnusCarlsen321,1600,233,225,0.9657,1445.16,1400,0
MagnusCarlsen321,1800,291,277,0.9519,1445.16,1400,0
MagnusCarlsen321,2000,247,231,0.9352,1445.16,1400,0
MagnusCarlsen321,2200,157,143,0.9108,1445.16,1400,0
MagnusCarlsen321,2400,94,81,0.8617,1445.16,1400,0
MagnusCarlsen321,2600,40,30,0.75,1445.16,1400,0
MagnusCarlsen321,2800,23,17,0.7391,1445.16,1400,0
MagnusCarlsen321,3000,4,3,0.75,1445.16,1400,0
MagnusCarlsen321,3200,3,3,1.0,1445.16,1400,0
Maksim1744,800,271,270,0.9963,1819.83,1800,0
Maksim1744,1000,140,140,1.0,1819.83,1800,0
Maksim1744,1200,162,160,0.9877,1819.83,1800,0
Maksim1744,1400,184,184,1.0,1819.83,1800,0
Maksim1744,1600,193,193,1.0,1819.83,1800,0
Maksim1744,1800,201,200,0.995,1819.83,1800,1
Maksim1744,2000,169,164,0.9704,1819.83,1800,0
Maksim1744,2200,155,153,0.9871,1819.83,1800,0
Maksim1744,2400,151,149,0.9868,1819.83,1800,0
Maksim1744,2600,104,93,0.8942,1819.83,1800,0
Maksim1744,2800,81,72,0.8889,1819.83,1800,0
Maksim1744,3000,51,46,0.902,1819.83,1800,0
Maksim1744,3200,103,95,0.9223,1819.83,1800,0
Maksim1744,3400,21,17,0.8095,1819.83,1800,0
Mapakaka,800,28,27,0.9643,2045.39,2000,0
Mapakaka,1000,12,12,1.0,2045.39,2000,0
Mapakaka,1200,18,17,0.9444,2045.39,2000,0
Mapakaka,1400,24,23,0.9583,2045.39,2000,0
Mapakaka,1600,25,25,1.0,2045.39,2000,0
Mapakaka,1800,20,18,0.9,2045.39,2000,0
Mapakaka,2000,23,23,1.0,2045.39,2000,1
Mapakaka,2200,19,17,0.8947,2045.39,2000,0
Mapakaka,2400,30,27,0.9,2045.39,2000,0
Mapakaka,2600,28,27,0.9643,2045.39,2000,0
Mapakaka,2800,29,26,0.8966,2045.39,2000,0
Mapakaka,3000,14,11,0.7857,2045.39,2000,0
Mapakaka,3200,13,12,0.9231,2045.39,2000,0
Mapakaka,3400,10,6,0.6,2045.39,2000,0
Marceantasy,800,272,259,0.9522,1328.14,1200,0
Marceantasy,1000,106,93,0.8774,1328.14,1200,0
Marceantasy,1200,117,101,0.8632,1328.14,1200,1
Marceantasy,1400,80,70,0.875,1328.14,1200,0
Marceantasy,1600,61,46,0.7541,1328.14,1200,0
Marceantasy,1800,65,52,0.8,1328.14,1200,0
Marceantasy,2000,104,92,0.8846,1328.14,1200,0
Marceantasy,2200,37,35,0.9459,1328.14,1200,0
Marceantasy,2400,14,9,0.6429,1328.14,1200,0
Marceantasy,2600,4,3,0.75,1328.14,1200,0
Marceantasy,2800,4,3,0.75,1328.14,1200,0
Marceantasy,3000,1,1,1.0,1328.14,1200,0
Marckess,800,830,829,0.9988,1747.07,1600,0
Marckess,1000,436,432,0.9908,1747.07,1600,0
Marckess,1200,490,488,0.9959,1747.07,1600,0
Marckess,1400,457,456,0.9978,1747.07,1600,0
Marckess,1600,511,508,0.9941,1747.07,1600,1
Marckess,1800,512,511,0.998,1747.07,1600,0
Marckess,2000,453,449,0.9912,1747.07,1600,0
Marckess,2200,450,448,0.9956,1747.07,1600,0
Marckess,2400,504,500,0.9921,1747.07,1600,0
Marckess,2600,330,322,0.9758,1747.07,1600,0
Marckess,2800,209,201,0.9617,1747.07,1600,0
Marckess,3000,99,93,0.9394,1747.07,1600,0
Marckess,3200,45,45,1.0,1747.07,1600,0
